time_s,x,y,heading_deg,avoidance_active
0.0,7.982830537518039,2.049603174603175,135.23259322641664,0
0.16666666666666666,7.978648088023089,2.053751803751804,135.23259322641664,0
0.3333333333333333,7.974465638528139,2.057900432900433,135.23259322641664,0
0.5,7.970283189033189,2.062049062049062,135.23259322641664,0
0.6666666666666666,7.9661007395382395,2.066197691197691,135.23259322641664,0
0.8333333333333333,7.96191829004329,2.07034632034632,135.23259322641664,0
0.9999999999999999,7.95773584054834,2.074494949494949,135.23259322641664,0
1.1666666666666665,7.95355339105339,2.078643578643578,135.23259322641664,0
1.3333333333333333,7.94937094155844,2.082792207792207,135.23259322641664,0
1.5,7.94518849206349,2.086940836940836,135.23259322641664,0
1.6666666666666667,7.9410060425685405,2.091089466089465,135.23259322641664,0
1.8333333333333335,7.936823593073591,2.095238095238094,135.2325932264166,0
2.0,7.932641143578641,2.099386724386723,135.2325932264166,0
2.1666666666666665,7.928458694083691,2.103535353535352,135.2325932264166,0
2.333333333333333,7.924276244588741,2.107683982683981,135.2325932264166,0
2.4999999999999996,7.920093795093791,2.11183261183261,135.2325932264166,0
2.666666666666666,7.9159113455988415,2.115981240981239,135.2325932264166,0
2.8333333333333326,7.911728896103892,2.120129870129868,135.2325932264166,0
2.999999999999999,7.907546446608942,2.124278499278497,135.2325932264166,0
3.1666666666666656,7.903363997113992,2.128427128427126,135.2325932264166,0
3.333333333333332,7.899181547619042,2.132575757575755,135.2325932264166,0
3.4999999999999987,7.894999098124092,2.136724386724384,135.2325932264166,0
3.666666666666665,7.8908166486291424,2.140873015873013,135.2325932264166,0
3.8333333333333317,7.886634199134193,2.145021645021642,135.2325932264166,0
3.9999999999999982,7.882451749639243,2.149170274170271,135.2325932264166,0
4.166666666666665,7.878269300144293,2.1533189033189,135.2325932264166,0
4.333333333333332,7.874086850649343,2.157467532467529,135.2325932264166,0
4.499999999999999,7.869904401154393,2.161616161616158,135.2325932264166,0
4.666666666666666,7.865721951659443,2.1657647907647872,135.2325932264166,0
4.833333333333333,7.861539502164494,2.1699134199134162,135.2325932264166,0
5.0,7.857357052669544,2.1740620490620453,135.2325932264166,0
5.166666666666667,7.853174603174594,2.1782106782106743,135.2325932264166,0
5.333333333333334,7.848992153679644,2.1823593073593033,135.2325932264166,0
5.500000000000001,7.844809704184694,2.1865079365079323,135.23259322641658,0
5.666666666666668,7.840627254689744,2.1906565656565613,135.23259322641658,0
5.833333333333335,7.836444805194795,2.1948051948051903,135.23259322641658,0
6.000000000000002,7.832262355699845,2.1989538239538193,135.23259322641658,0
6.166666666666669,7.828079906204895,2.2031024531024483,135.23259322641658,0
6.333333333333336,7.823897456709945,2.2072510822510774,135.23259322641658,0
